syscheck.event,syscheck.path,syscheck.attrs_after,syscheck.changed_attributes,syscheck.size_before,syscheck.size_after,syscheck.mtime_before,syscheck.mtime_after,syscheck.md5_before,syscheck.md5_after,syscheck.uid_after,syscheck.uname_after,syscheck.arch,agent.name,@timestamp
modified,C:\Users\Public\Videos\quite.exe,"write,system,read,hidden","mode,owner",1297486,875343,"May 20, 2025 @ 18:16:03","May 20, 2025 @ 19:00:46",682e67c0e935ca49d2e2b65be183ad28,33f3535facd3c2b41676f3281f4970c2ec91511b57d0bab7fd85bcf95307e2fd,6817,Guest,x86,PC-GAMER,"May 15, 2025 @ 09:08:11.168"
added,C:\Windows\System32\hair.docx,"exec,archive","mtime,owner",1488777,1329919,"May 21, 2025 @ 17:52:31","May 21, 2025 @ 18:18:28",1c5fcf2665b091ad9a7e4066f046222851fd49be94b9f5b26dec890084b6a199,b93edf670eb62bbee8b3a80c103b6ea8c52cb6419f708bbe595a8408ea6d7d5e,3355,User3,AMD64,WORKSTATION-01,"May 07, 2025 @ 09:24:38.047"
added,C:\Users\User2\Desktop\more.pdf,"archive,hidden",owner,1518950,1902845,"May 18, 2025 @ 23:26:30","May 19, 2025 @ 00:08:26",dbff5029d5e8a00b3ca1ed7cda3a8bd4,f90d703de81662e4f0b2bfc8e2e6e8a2df11465cb816593f4b419cfadc0f6467,1364,User6,x86_64,DESKTOP-XYZ,"May 17, 2025 @ 03:58:59.629"
deleted,C:\Users\Public\Videos\word.pptx,"exec,hidden,write","owner,size",71271,1,"May 08, 2025 @ 19:49:06","May 08, 2025 @ 20:30:10",90a0931c8b38d966032e5a7626963a6e3871978539fce238e0dd9e8029e805f1,8bf89a0f133051fb04b8fbe532f16d11e3427f497eb7d2ca4ef2eb25257a3471,7050,Guest,x86_64,WORKSTATION-01,"May 30, 2025 @ 23:41:40.896"
modified,C:\Users\User2\Desktop\machine.csv,"read,system,write","group,size",1805839,1586136,"May 03, 2025 @ 11:58:42","May 03, 2025 @ 12:33:01",cae34adf52435b4fe6908b007fe800921473fe393300a2bb32abe33afe647244,32591fabe8eb646f62d525bb801082ddf0f5141b1edcfda2c1de7855ff390a20,8728,System,arm64,WORKSTATION-01,"May 21, 2025 @ 07:06:37.176"
modified,C:\Windows\Temp\employee.txt,"system,read","mtime,size",922201,631123,"May 10, 2025 @ 14:55:46","May 10, 2025 @ 15:50:53",0c63c29fa1205f5a72c7a9e2bc97677c0f83ac549452ea3d1335f2e1df1d3dcb,76b1e6d7ab204e9c04cead189246c17ac5500442db3fdd71c4fef7a66ade6169,6863,System,x86,SERVER-001,"May 04, 2025 @ 07:40:29.215"
added,C:\Users\Public\Videos\media.docx,"read,system,archive",group,1198483,1217352,"May 21, 2025 @ 23:47:55","May 22, 2025 @ 00:20:43",47bd0d21efee37b45f3f818063227614ba06314e1e83c153269bc1b613a415c5,5ee7bbe74f47278b71d2513fd1efdc4dc57f8be0a3c85b54afbae334c3153ad8,5106,System,arm64,DESKTOP-XYZ,"May 11, 2025 @ 14:32:15.476"
modified,C:\Users\User1\Downloads\direction.dll,"hidden,read,archive",group,822330,679109,"May 05, 2025 @ 09:47:15","May 05, 2025 @ 10:05:57",62a640e3839ac4b542ee360d77542c85,27c64d3f13e986d5a4b84062ec7856c2f43617e01b4ca069d82cbcb0048ed0df,3707,User2,x86,SERVER-BETA,"May 21, 2025 @ 01:20:32.411"
modified,C:\Users\User1\Downloads\successful.pdf,"read,write,hidden",mtime,1802527,1914824,"May 19, 2025 @ 20:03:51","May 19, 2025 @ 20:20:36",ac15f024d5f1d7b72527cd9f387071a8e6d233cae4df09bd76b65b2818ed5bc9,b9b7624d113d92b3985080e53a49b6e7da3bee64a3eeb9ba37babf0be0cb9868,5254,User6,arm64,DESKTOP-XYZ,"May 29, 2025 @ 14:18:09.105"
deleted,C:\Users\Public\Videos\artist.pptx,"read,archive,write,system","owner,mtime",853542,477997,"May 18, 2025 @ 09:20:28","May 18, 2025 @ 10:12:54",470cbe2b26a1672a627c8c414445fc17e61344453b343ef40d041c0da73c2b56,c9693ee8d5c7301a8944c933e33d84d9,9726,User5,AMD64,HOME-PC,"May 24, 2025 @ 20:33:29.051"
added,C:\Users\Project\Documents\skin.jpg,"hidden,read,exec","mtime,owner",330090,649583,"May 26, 2025 @ 13:22:08","May 26, 2025 @ 13:51:40",d93c68433b415e0d665f7e4f728b1332a846a2b30c37e1837d6c16dd7c6557df,dca45965c9f93bffefe579a82e5637f93215e963ca1a5c2f4a68a8df30d65f80,9252,User4,arm64,WIN-LAPTOP,"May 09, 2025 @ 04:02:28.962"
modified,C:\Users\Public\Videos\democratic.bat,"read,system,archive",group,787641,954031,"May 03, 2025 @ 16:31:05","May 03, 2025 @ 17:30:08",025e30112149f60f119b916492d8c4651d9609a7651a8916a1e8ade683ddeef3,18e32fd3233217f83ec699d1396cab912d3dc97987c2a101e37b5a470ed0ddd2,3907,System,x86,PC-GAMER,"May 25, 2025 @ 22:04:02.837"
deleted,C:\ProgramData\community.jpg,"read,archive,write",size,1059463,751790,"May 15, 2025 @ 11:35:58","May 15, 2025 @ 11:51:18",22881017e0784b167c438c281394124ddaab03c849d35b6f0e3cfb9fdfc90fbc,4f025b718e4255cf8287709b86daac435c6e26850dbccae8eb40f13a6f473eee,4125,System,AMD64,PC-GAMER,"May 10, 2025 @ 12:28:04.616"
modified,C:\Users\User1\Downloads\chance.pptx,"write,exec,system",group,744494,809073,"May 07, 2025 @ 05:29:47","May 07, 2025 @ 05:51:16",0116add297de7df4aaa6bbd707633c2b40f1e89ecf467c13621d9977ed330fd6,16a3474e9ba3c7786a67f4d37a13f53aa11b6e5da57be79e509bbe05a551a988,9387,Project,arm64,DESKTOP-ALPHA,"May 19, 2025 @ 21:32:23.573"
modified,C:\Windows\System32\speech.pptx,"read,hidden,system,write","size,mode",1298209,1648131,"May 14, 2025 @ 23:06:10","May 14, 2025 @ 23:55:25",bb085b7a39d48b6db1ee2408ebe0d820,9c23ede00bd085876d1ca12cdad2c44c71bd1810a19823cb324312d178c2cb5f,3033,User6,arm64,DESKTOP-5JEIKFF,"May 14, 2025 @ 16:59:00.606"
deleted,C:\Users\Guest\Documents\decide.pptx,"archive,system,hidden,read","size,group",1696284,2119660,"May 14, 2025 @ 16:19:38","May 14, 2025 @ 16:56:47",2af88555b6cbc5c220411f7ee5da38d77714c8d2f2dd2fb71d766ae4ecbbe119,ab4ae320723a89ea73b66db0ffc499bbef17d9d1d3cb3e9f62b37d78aad58dda,8474,User6,x86_64,DESKTOP-XYZ,"May 15, 2025 @ 01:41:25.600"
modified,D:\Work\tend.jpg,"exec,system,write,hidden","size,mtime",189407,1,"May 25, 2025 @ 02:25:35","May 25, 2025 @ 02:46:32",1ba1bdbfbaa174f0da939f48f2e24e2e226f67410c034ae4ce4b06d92ec52c0f,575006b5d307d96733868837144e36ed36e9d5cbac0e4cdf30692a33e66dae98,8222,User5,x86,PC-GAMER,"May 03, 2025 @ 11:55:16.593"
added,C:\ProgramData\music.txt,"hidden,archive,exec",group,555391,815554,"May 30, 2025 @ 22:47:16","May 30, 2025 @ 23:27:27",4669aec1e521ad1cf0f88b49242eabfdd7dbabbd2b49d78f342daf7f7594d682,d632251c9a0b93ba75240a1f6071f7c2,3300,Project,arm64,SERVER-001,"May 16, 2025 @ 01:13:33.815"
modified,C:\Users\Public\Videos\page.xlsx,"archive,exec,system","mtime,group",482556,105324,"May 30, 2025 @ 23:52:55","May 30, 2025 @ 23:52:58",e1f0cec21794a07f563105405bcc0fb7b416c0f3afe27585ff80cd6970dd7d9a,7f38a7f1b8675b778046f1044ba9862e1b2832732b506c581b61188a45714205,1747,User2,arm64,DESKTOP-5JEIKFF,"May 16, 2025 @ 16:26:04.535"
modified,D:\Work\special.dll,"read,archive,system","mtime,owner",1844622,2035338,"May 07, 2025 @ 06:52:52","May 07, 2025 @ 07:47:50",296fb59e048c3d911c9fa966d231fb2d6fe878595d2ddc6dfdba26880b559ccd,f2c33b3aa3636226667ba36e72307ab05d56c286973f673a155d3036a48dcc4e,1745,Project,AMD64,DESKTOP-XYZ,"May 31, 2025 @ 22:15:55.446"
modified,C:\Windows\Temp\staff.pdf,"read,write",mtime,1707711,1521169,"May 11, 2025 @ 12:22:12","May 11, 2025 @ 13:01:19",5833f4dd122b1fe090949312c92aba9ffdaae74666be0c07734c20243cc59026,2bd6b03336ae6bc5c867962d6097dcbe8dc824f05cc542128cd31663f7d727be,4294,User2,x86,WIN-LAPTOP,"May 25, 2025 @ 07:38:06.593"
deleted,C:\Users\User2\Desktop\couple.pdf,"hidden,read,archive","owner,size",1184872,885388,"May 21, 2025 @ 18:07:45","May 21, 2025 @ 18:13:24",818914479786ee65bc3aad6b664272ebaad757adefe525256661b7bf183c3b35,fa052bc34e14829034019c76eea2b34464157387a2421eb9944b503b1a225c1e,9242,User5,arm64,DESKTOP-5JEIKFF,"May 12, 2025 @ 12:44:14.631"
modified,C:\Windows\Temp\more.csv,"archive,write,system,exec","owner,mode",968601,669369,"May 07, 2025 @ 22:31:09","May 07, 2025 @ 22:46:40",b6f9df6744ca3a51ec15d102a04c74f0944ab98d7860d64cb7d0dc7267429315,5cbc334f760852615f460019c9dc43cb8b3ede22ddfb26ab7ed0b6b3a682c845,7063,User3,x86_64,DESKTOP-ALPHA,"May 30, 2025 @ 17:11:16.136"
added,C:\Windows\System32\without.zip,"read,write,archive,exec","size,mode",1839029,1891900,"May 23, 2025 @ 23:00:20","May 23, 2025 @ 23:47:38",d5d8c22d9bf4e011ff181df5acb473effcd713c3f2e5085f6274cef09a286a2c,c4714b6fd8ed6a8695ebae02fc96be6dcb869946f73dda7c99d8b42b8b907a2f,3380,Guest,x86,SERVER-001,"May 03, 2025 @ 18:12:21.049"
modified,C:\Users\User2\Desktop\travel.exe,"read,archive,write,hidden","mode,mtime",256818,64696,"May 13, 2025 @ 21:03:58","May 13, 2025 @ 21:54:04",6bdc24f56fcbcd5c948197144367ef7a,7c3300736fa90121a432fe65ae6ba1dd,5877,Guest,AMD64,LAPTOP-1234,"May 28, 2025 @ 01:14:14.461"
modified,C:\Users\Project\Documents\young.pdf,"exec,read,system,hidden",size,250655,136053,"May 30, 2025 @ 19:38:53","May 30, 2025 @ 20:11:53",e5529fb697401089844f4d34b2af8e3f3d026699954a1aa20411325db76fe7ff,bf2c81b2e603320752d44534c3211ad12e1bce5fd17f932a77975ccc5021923b,3626,System,arm64,SERVER-001,"May 24, 2025 @ 14:24:17.820"
modified,C:\Users\Public\Videos\over.exe,"write,hidden,system",mode,1102349,1345883,"May 29, 2025 @ 02:57:26","May 29, 2025 @ 03:32:38",6918ffc30e61ec089daf9b6bf9b1688d,d4084eb32a5153ef1a964e318e473fc679f027a88c1c2a787dcaf7d5a6836b77,6138,User2,x86_64,DESKTOP-ALPHA,"Jun 01, 2025 @ 04:44:35.300"
added,C:\Windows\System32\financial.pptx,"exec,archive,read",size,381827,446329,"May 14, 2025 @ 12:34:02","May 14, 2025 @ 13:17:13",c45854001c9a7d95f47d77936dccfc7d,c1314aa033b76fba96c9bb2cdfdc5312,4740,User4,x86_64,PC-GAMER,"May 09, 2025 @ 22:19:19.938"
modified,C:\Users\Public\Videos\both.dll,"hidden,system,archive",mode,971514,1159790,"May 28, 2025 @ 15:21:18","May 28, 2025 @ 16:00:17",e5718129f99a4d665b319439ba2f997bfe62598db0bad45aaba316312a0ebbaf,049f386ab4daa816b6d3ba6ae29b5b105f86f591b92fe46d414dbb1d25f414d1,1439,System,AMD64,DESKTOP-ALPHA,"May 10, 2025 @ 00:33:07.419"
modified,E:\Data\instead.txt,"archive,system,read,exec","mtime,owner",1456955,1351526,"May 07, 2025 @ 07:09:10","May 07, 2025 @ 07:38:00",f075679493b259e1471f45e5db82e54438afe47ac3eb3037588a9d6cb980c007,177af427c3b83c8c9a44befcf6282058f9a5add2c10736a54d8fb560c3644f68,3137,Project,AMD64,DESKTOP-ALPHA,"May 14, 2025 @ 07:40:49.989"
deleted,C:\Users\User2\Desktop\marriage.pdf,"hidden,exec,write",owner,514391,881936,"May 22, 2025 @ 22:42:39","May 22, 2025 @ 23:12:44",29cc704e42dfa17bd0fc59c0809cd339a80b36a02544de77d4f1d5b8bb50a527,3146becbbd5e87538dd147af232b2c1c2ae3397eaa9bc932d9c4b7e09e665bdb,2732,System,x86,DESKTOP-ALPHA,"May 03, 2025 @ 22:49:46.823"
added,C:\Windows\Temp\maybe.exe,"system,read,exec,archive","size,owner",1624048,1580051,"May 18, 2025 @ 06:45:44","May 18, 2025 @ 07:18:03",e04215a2a2e52b926de38d72ec68faade1f370367f929da493906b01bed2399a,817000c5f7ebd1d7dedf6d2e8773247f,2177,User1,x86_64,SERVER-001,"May 25, 2025 @ 19:06:12.889"
added,C:\Windows\System32\rather.csv,"write,archive,system,read",size,1476920,1222285,"May 29, 2025 @ 22:20:30","May 29, 2025 @ 22:26:19",5589a912a51fdf59fb08ab334e6d8bbbe239ef779bdbaf11a72fd1377afac5a6,17b1f1a9fbe53a6fa5d76baf2b303f0a8a517d5b5fa915ea7d942e9134ed564d,2498,Project,x86_64,WIN-LAPTOP,"May 09, 2025 @ 21:51:13.571"
added,C:\Users\User1\Downloads\prevent.csv,"write,system,hidden","mode,size",1331740,1588528,"May 09, 2025 @ 20:05:49","May 09, 2025 @ 20:39:08",14409e9472f8dd412d0604b92ae90b253ad42483c900eded0bfce672b14fd5a2,e9bf9851849bc64985b0debdd84c7de62e8af53f3106561a9e675a4329a33ff2,8407,User1,x86_64,SERVER-BETA,"May 25, 2025 @ 22:35:51.200"
deleted,D:\Work\people.zip,"read,hidden,exec","owner,size",812131,1232471,"May 19, 2025 @ 04:26:16","May 19, 2025 @ 04:42:33",6bdfa30ab92fc12ad68374892f5e322c6982a1f9b8f5fd6370e267206fce86bd,0b24bd47acda18026c6c34e0bde9fe96e86fab6c71f3d19ee96e74a2eacb08fa,9251,User6,arm64,DESKTOP-XYZ,"May 07, 2025 @ 08:18:39.325"
modified,C:\Users\Project\Documents\memory.pptx,"write,read",mtime,305211,764337,"May 25, 2025 @ 22:16:39","May 25, 2025 @ 22:45:45",fa99126fb53e18388aac3d42db28e3c35cf422c8bbaa8f1ec59f2f38b230c1d8,19ba77b7d6a4f4bc10e635356309efa857c68cac387a26b819ab440c425a57a0,9794,User3,x86_64,DESKTOP-ALPHA,"May 03, 2025 @ 13:41:52.453"
added,C:\Users\Public\Videos\a.jpg,"read,write",group,608124,1088469,"May 28, 2025 @ 00:41:07","May 28, 2025 @ 00:48:38",6df2d6d4e49b080dffc937987c45e3fad0916f9225d2e66523577d2cc3b9d454,d20a2c0c698540e67d5fab13d62ca1b0,9298,Admin,x86,SERVER-001,"May 29, 2025 @ 17:46:04.087"
modified,C:\Windows\System32\leg.txt,"hidden,write","mode,size",1125259,810841,"May 16, 2025 @ 00:11:12","May 16, 2025 @ 00:30:57",6c1072bdbaf7c1277c6acdc3a7e3b367b6c0dacfe55e56376b8015c627040541,d4e0f9fd9c56e1f8b1f1e23e35a960f04005acd21ff1bde72da0e5f45c2ad82c,1992,User2,x86_64,SERVER-001,"May 05, 2025 @ 17:20:07.035"
added,C:\Users\Public\Videos\wait.exe,"system,read,exec,archive","group,mode",1600525,1700592,"May 21, 2025 @ 20:27:25","May 21, 2025 @ 20:47:33",a8df5a66bfddf5d43f7d702b8d56f4a822705a5bd6d90f8a91a0856b89435cd5,6b440bcc32e2da91b03f4d4dc14dd4eb,3448,User6,x86_64,SERVER-001,"May 03, 2025 @ 10:34:55.146"
modified,C:\Users\Guest\Documents\physical.xlsx,"hidden,exec,read","group,size",1201623,1241440,"May 05, 2025 @ 22:58:31","May 05, 2025 @ 23:42:12",1e4874e92f48c736a1c3627cba9c43aa7ed188beffb21d18fe13cce0b269d74d,b63b83e143bc34674a37f15b5feed1ed8f222136daa9ed6d728d392912c3b2a7,9533,User6,x86_64,WORKSTATION-01,"May 04, 2025 @ 07:36:15.370"
deleted,C:\Users\Guest\Documents\run.dll,"hidden,read,exec,write","mode,group",171732,202399,"May 10, 2025 @ 10:28:44","May 10, 2025 @ 10:36:08",6066952b2656a22929b95b975dd45ec1605c7278e16f3d55ec5c1c9f2584e450,5966ef2726006c3f248d673aab86da2f,3891,User4,x86,LAPTOP-1234,"May 19, 2025 @ 10:37:08.824"
deleted,C:\Users\User1\Downloads\itself.pdf,"read,hidden,write","mtime,owner",72118,158042,"May 30, 2025 @ 06:29:57","May 30, 2025 @ 06:40:58",1bec0035cba71967a7c60dbeabdf9aceb496a7c50898cff645ba493994473210,f682207f6ee4b0549fb16b96a81ed5adfe2f95966645609664819a39576da1c9,7470,User6,arm64,SERVER-001,"May 07, 2025 @ 12:46:43.660"
added,C:\Windows\System32\explain.pdf,"read,archive",size,1612779,1426717,"May 13, 2025 @ 12:49:14","May 13, 2025 @ 13:41:44",d81dbcca90c23300544b4775a2b1d0587504630bd923525ab8d3e3be0f21be0f,aa316edda9c8204a20bfe5c38a9b3891b7b61729e26e0fffe0b1bd0c44ed9383,5104,User5,arm64,WIN-LAPTOP,"May 15, 2025 @ 22:40:33.453"
deleted,D:\Work\about.xlsx,"read,system,exec,archive",mtime,463274,780785,"May 05, 2025 @ 12:14:20","May 05, 2025 @ 13:03:42",36ce115e8797644c9f477e1a2a4148a551dadf9e8e2fda428abc383eb2732fb6,e610fec574d46855a879ae6cd30a6f24cc5ad2b0336b3aa83305891575ddd65c,5005,User1,x86_64,SERVER-BETA,"May 23, 2025 @ 02:02:56.453"
modified,C:\ProgramData\clear.exe,"system,exec,write,hidden","mode,size",1655758,1871859,"May 07, 2025 @ 03:00:19","May 07, 2025 @ 03:53:54",309a3f9cf33b3dc7313b24286bb0abcdf341905cebf123b4f59e77b9a361f6ad,0f8a186f7b209aaa1c96804bc06d899c72b17867fd74fa9ed45855d2b81edaa4,9893,User5,arm64,SERVER-001,"May 30, 2025 @ 12:24:55.016"
deleted,E:\Data\head.zip,"system,read,exec","size,group",1106605,1571493,"May 04, 2025 @ 03:35:19","May 04, 2025 @ 03:43:51",abe933d02654f3d95302c13b268f1504f4a26f90522780bccab3278bd42eda7f,2788321a00802ab1e8cb582c9f64b85f5d8ee51548769e712d67990db953179b,6690,User2,arm64,WIN-LAPTOP,"May 19, 2025 @ 10:10:41.809"
modified,C:\Users\Public\Videos\charge.jpg,"archive,write,system,read","group,mtime",1567759,1331328,"May 25, 2025 @ 08:00:21","May 25, 2025 @ 08:51:28",aebd4c009b72ac513c31866d9b2e19c4a58248fffe9bd55c7f8731f2ef8bbfb7,62406614bfa0984611b81965796dc3e5cf7b8397965f518632602cbab01b4ccf,4621,User5,x86,DESKTOP-XYZ,"May 14, 2025 @ 12:08:36.188"
deleted,C:\Windows\System32\strategy.txt,"write,archive,exec,system",group,311705,593762,"May 16, 2025 @ 18:28:38","May 16, 2025 @ 18:55:38",3c06982d6b4307ae5b7243a3cf6cd9a158ca6ac74a6e82e384e43ceb6d0bb67a,d278e5341e91467b47c60e4188abc9f00b39d168f97b1f51a1c6e1d6b904e449,1883,User4,x86_64,DESKTOP-5JEIKFF,"May 26, 2025 @ 14:47:58.537"
deleted,C:\Users\User1\Downloads\car.dll,"write,archive,system,hidden","mode,size",808785,505991,"May 23, 2025 @ 08:38:13","May 23, 2025 @ 08:53:44",482358d22422a62327f34bc76c090615,3f27656fbbb063fe6c21ac690c65c85851e656152498879043299236276eace5,4348,System,x86_64,PC-GAMER,"May 05, 2025 @ 02:02:59.144"
deleted,C:\Windows\System32\mean.txt,"hidden,archive",mode,438586,603269,"May 09, 2025 @ 04:39:59","May 09, 2025 @ 05:16:33",3e8ff3064d29126958355364898c0d9b79d2f0d490adc22458a8182828d55ca2,7e6027011ad58c4e43995cc9fca5c614cbe8be12b16763195c3777fa8e86b2ae,4269,Project,arm64,DESKTOP-5JEIKFF,"May 31, 2025 @ 20:47:53.693"
modified,C:\ProgramData\history.pptx,"exec,hidden","group,mode",1390969,1099380,"May 26, 2025 @ 00:15:53","May 26, 2025 @ 00:54:03",216562cbfc2f25e09d79d5044cc8bd8d664c88cd518d65b0c5537309ed42d071,f23d1071f3dcbe79e2a91287874204d241f84979bebec4afd69c972c099401e6,3829,User1,x86,SERVER-BETA,"May 09, 2025 @ 07:39:12.698"
modified,C:\Users\Guest\Documents\more.csv,"system,archive,write",group,1438496,1033880,"May 05, 2025 @ 20:58:39","May 05, 2025 @ 21:54:50",d8becc29fc5f5d67a5e0966ed083a42dbff4b7455a77ca43186480f8c634bb22,05c66c94f4d8c84d302f81d0f912fc85,1158,User5,AMD64,PC-GAMER,"May 18, 2025 @ 19:14:05.938"
deleted,C:\Windows\System32\this.dll,"exec,read",owner,1151453,1208017,"May 21, 2025 @ 21:50:56","May 21, 2025 @ 22:40:59",a4cfa277d8b338527f8ff8f9f7012fcd964214eddbfc7c5ed45724f29a286259,4ebea4d3356f5f3b31ec25f068ead349aef8e820139ec3fff4723f5a6a68eaa0,3668,User3,x86_64,DESKTOP-ALPHA,"May 31, 2025 @ 22:14:28.101"
modified,C:\Windows\System32\right.dll,"hidden,exec,system,archive",size,1606592,1509261,"May 22, 2025 @ 20:47:48","May 22, 2025 @ 21:00:20",5f1e821931d0edd67122171d1f85b621,dbff5029d5e8a00b3ca1ed7cda3a8bd4,6401,System,AMD64,DESKTOP-5JEIKFF,"May 21, 2025 @ 08:28:49.775"
modified,C:\Windows\System32\common.zip,"exec,hidden","group,mtime",1733872,1733846,"May 16, 2025 @ 12:53:32","May 16, 2025 @ 13:49:40",7887e18ff2983b51ea00362a07e956ae29ab11a264dba88fa5e4faabee206bf3,d2ef7c9b2ffe52edc0c697f1a1891903daf018d36e9740221deb0989dc19c932,9345,System,x86,DESKTOP-5JEIKFF,"May 05, 2025 @ 02:00:40.583"
deleted,D:\Work\allow.xlsx,"exec,write,read",mtime,77331,54951,"May 24, 2025 @ 09:14:19","May 24, 2025 @ 10:10:04",1821e62e8f943ae515aa9c09f1727ab9b0d8d2ef14a2de00bb4ec04007197834,a16ca9fb73b5a48fa6c627b83b30b8ea,1888,System,x86_64,LAPTOP-1234,"May 06, 2025 @ 10:03:04.121"
deleted,C:\Users\Public\Videos\figure.exe,"exec,read,archive",group,1946903,2363978,"May 06, 2025 @ 14:15:56","May 06, 2025 @ 14:45:55",547ddca18a26a83cca7f99f3dea6319e7948ff92a21173e0bb855bd5bc15e999,541ebd27b2fd1ece1c82f0de02c4b93c5f6d91deaeb1a6614182547a84cb9f65,1290,Project,AMD64,LAPTOP-1234,"May 31, 2025 @ 15:50:21.557"
deleted,D:\Work\investment.csv,"archive,exec,system","group,size",1626680,1963170,"May 18, 2025 @ 09:28:58","May 18, 2025 @ 09:38:50",627f59dd484237f42eae68c679afe678,17912a42041f3c781865a6efd178848122201ded2e0e14605b871508db0f7e75,6683,User4,arm64,DESKTOP-ALPHA,"May 20, 2025 @ 18:17:50.997"
added,D:\Work\never.exe,"exec,archive",mtime,397493,1,"May 18, 2025 @ 16:42:29","May 18, 2025 @ 16:53:27",dc0fc1c6789e73c7ba9bd5a13de95b0a5ad9e23fff3c1bcf9753b9ac293808db,e99ef1e6cb726415147b461454140201ee3ea9fb971460bced92715d5e553e15,1968,User1,AMD64,DESKTOP-XYZ,"May 26, 2025 @ 04:02:36.809"
modified,C:\ProgramData\chair.xlsx,"archive,write","size,mtime",1750550,2080988,"May 21, 2025 @ 15:50:39","May 21, 2025 @ 16:39:24",68faffb4d016d2ba57266323392fb4bb3b255a869179730f05c631cff0b139cd,bad7e50743aa37044d2605d69642d46f44f02e221c3788a578f5b1776e2a207a,2747,Admin,AMD64,PC-GAMER,"May 16, 2025 @ 19:23:49.330"
added,C:\ProgramData\common.jpg,"exec,archive","size,mode",491047,783482,"May 04, 2025 @ 08:52:39","May 04, 2025 @ 09:24:35",a68c49a67ad46a94cc4c68bceed20c9eb9604806998e6c269c80f41df9edc251,05345c96c9d52e57fae17449fe1fb329d9817cdf78876136b4d60d98f4edddca,8601,System,AMD64,DESKTOP-5JEIKFF,"May 18, 2025 @ 10:08:35.637"
added,C:\Users\Public\Videos\necessary.pdf,"read,hidden",size,1414019,1562593,"May 03, 2025 @ 11:18:46","May 03, 2025 @ 12:06:34",c3807339b4eb4a55dfa85bda243968a78882d94eb63047731addebfb2ee81eab,37e7263588cca80168f8167d678b30a0081c6973894ec88a3cafa95dbf5cda64,3359,User1,AMD64,WIN-LAPTOP,"May 21, 2025 @ 01:46:37.432"
deleted,C:\ProgramData\sort.xlsx,"system,hidden,exec",group,1176208,950173,"May 21, 2025 @ 11:46:41","May 21, 2025 @ 12:43:49",635058a567490962f1a22b915878259ecae42a204f2ec470422f682788eceda4,ba0ff01ccbee47228c0be708c1b6eac9,4416,System,x86,SERVER-001,"May 05, 2025 @ 04:46:39.904"
deleted,C:\Users\Project\Documents\meeting.xlsx,"hidden,read",mode,1926114,2413398,"May 22, 2025 @ 20:01:50","May 22, 2025 @ 20:23:06",eb27a4957fdc4e932431bdca410df2defe3c33b77e42bf303dbfa3bc9b7fd0c9,ebf7e47379d24fc4186f3fab858266ab0bbdfbf03b4b1d233a36f45fb30640f0,8417,User3,arm64,DESKTOP-5JEIKFF,"May 12, 2025 @ 01:07:23.381"
deleted,D:\Work\player.csv,"exec,read,system,archive","mode,size",820222,422117,"May 21, 2025 @ 14:34:35","May 21, 2025 @ 15:32:01",c0bf7d8624b41ea8c58d46e528582431016b9ff9dfad4ca25d0bf48e8d933be2,273bbca13dbff55779406d86a21a4b166d4b1773a56c64cdcf8effb2ae3fb311,9972,User5,AMD64,SERVER-001,"May 11, 2025 @ 08:14:20.213"
added,C:\Users\User1\Downloads\consumer.txt,"hidden,system","owner,mtime",463045,447152,"May 21, 2025 @ 12:15:10","May 21, 2025 @ 12:28:26",e51a7306b9ded0f9bec11dd96b919661,447fe56f7ccd21c7c71ff576bdc6d9828d7f7c6887e574b512ccc51ae54af172,5071,System,arm64,HOME-PC,"May 30, 2025 @ 08:33:13.964"
modified,C:\Users\User1\Downloads\sound.jpg,"write,hidden,exec,read",mtime,1009121,649362,"May 25, 2025 @ 10:48:04","May 25, 2025 @ 11:40:36",212b06f78b86b02437c5dd99991e114310a1c03814d9d8673d57222aa71727ea,730231a66838a89e271ba3493627cbf75080e4233af4bd949a2f47db893049e2,1898,System,arm64,PC-GAMER,"May 25, 2025 @ 16:53:50.335"
added,C:\Users\Guest\Documents\everything.pptx,"exec,system,hidden,read",group,924665,999831,"May 17, 2025 @ 21:34:14","May 17, 2025 @ 21:46:35",9b4cced3c9956f2fe2644325677d1426f3dd6dcd5e052a63f6d408588aa0b694,594dc0c00b667e2a0db251a2c9e0eb15c9ea1aee6bbdcb47d143ca55d49bc481,1256,User2,AMD64,LAPTOP-1234,"May 28, 2025 @ 02:38:36.239"
deleted,C:\Users\User1\Downloads\rock.xlsx,"exec,read,write","mtime,group",1144347,1482325,"May 29, 2025 @ 02:21:59","May 29, 2025 @ 02:34:24",09d5cdd03c30813f52426005e5bf3db362f308f529f7cb767bc4063cbb0264ca,71da0f1378025909039cf99694d29063ab3ae5e2b0e9ddb36a59d21f749d5311,1732,User6,x86,HOME-PC,"May 04, 2025 @ 07:44:00.907"
added,D:\Work\TV.pptx,"system,write,hidden,read",group,1620937,1709149,"May 25, 2025 @ 10:54:59","May 25, 2025 @ 10:58:36",c70f2861ca215ab9fbd3f5cbf4df4164fc5f1499923dfa5d7c2def6f3e3d2153,1206d9dedbaa4bc90efd4692950142de,9664,User6,x86,DESKTOP-5JEIKFF,"May 16, 2025 @ 21:52:59.381"
